@HD	VN:1.0	SO:unsorted
@SQ	SN:comp26960_c0_seq5	LN:534
@SQ	SN:comp26960_c0_seq6	LN:341
@SQ	SN:comp26960_c1_seq9	LN:1709
@SQ	SN:comp26960_c1_seq19	LN:756
@SQ	SN:comp26960_c1_seq21	LN:536
@SQ	SN:comp26960_c1_seq24	LN:416
@SQ	SN:comp26960_c1_seq27	LN:224
@SQ	SN:comp26961_c0_seq3	LN:1307
@SQ	SN:comp26961_c0_seq8	LN:214
@SQ	SN:comp26962_c0_seq1	LN:1288
@SQ	SN:comp26962_c0_seq2	LN:1207
@SQ	SN:comp26963_c0_seq6	LN:703
@SQ	SN:comp26963_c0_seq7	LN:412
@SQ	SN:comp26964_c0_seq1	LN:1912
@SQ	SN:comp26965_c0_seq1	LN:1406
@SQ	SN:comp26966_c0_seq1	LN:1659
@SQ	SN:comp26966_c0_seq3	LN:563
@SQ	SN:comp26967_c1_seq1	LN:2774
@SQ	SN:comp26967_c1_seq4	LN:2613
@SQ	SN:comp26967_c1_seq11	LN:1857
@SQ	SN:comp26967_c1_seq13	LN:1696
@SQ	SN:comp26967_c1_seq16	LN:1492
@SQ	SN:comp26967_c1_seq21	LN:763
@SQ	SN:comp26967_c1_seq26	LN:450
@SQ	SN:comp26967_c1_seq27	LN:318
@SQ	SN:comp26967_c1_seq28	LN:287
@SQ	SN:comp26967_c1_seq29	LN:244
@SQ	SN:comp26968_c0_seq4	LN:220
@SQ	SN:comp26969_c0_seq1	LN:1458
@SQ	SN:comp26970_c0_seq1	LN:1617
@SQ	SN:comp26970_c0_seq3	LN:516
@SQ	SN:comp26970_c1_seq1	LN:1460
@SQ	SN:comp26970_c1_seq2	LN:213
@SQ	SN:comp26971_c0_seq1	LN:2796
@SQ	SN:comp26971_c0_seq3	LN:2627
@SQ	SN:comp26971_c1_seq3	LN:1196
@SQ	SN:comp26972_c0_seq4	LN:1265
@SQ	SN:comp26972_c0_seq17	LN:293
@SQ	SN:comp26973_c0_seq1	LN:3776
@SQ	SN:comp26974_c0_seq9	LN:2005
@SQ	SN:comp26974_c0_seq14	LN:784
@SQ	SN:comp26974_c0_seq16	LN:453
@SQ	SN:comp26974_c0_seq17	LN:392
@SQ	SN:comp26974_c0_seq18	LN:385
@SQ	SN:comp26974_c0_seq19	LN:261
@SQ	SN:comp26974_c0_seq20	LN:240
@SQ	SN:comp26976_c0_seq2	LN:777
@SQ	SN:comp26977_c0_seq10	LN:1060
@SQ	SN:comp26977_c0_seq13	LN:905
@SQ	SN:comp26977_c0_seq15	LN:857
@SQ	SN:comp26977_c0_seq18	LN:759
@SQ	SN:comp26977_c0_seq21	LN:711
@SQ	SN:comp26980_c0_seq1	LN:2172
@SQ	SN:comp26980_c0_seq2	LN:2056
@SQ	SN:comp26980_c0_seq4	LN:1716
@SQ	SN:comp26980_c0_seq6	LN:1600
@SQ	SN:comp26980_c0_seq11	LN:1063
@SQ	SN:comp26985_c0_seq3	LN:2209
@SQ	SN:comp26985_c0_seq7	LN:715
@SQ	SN:comp26985_c0_seq11	LN:405
@SQ	SN:comp26985_c0_seq12	LN:246
@SQ	SN:comp26986_c0_seq1	LN:1323
@SQ	SN:comp26986_c0_seq2	LN:1171
@SQ	SN:comp26986_c0_seq3	LN:1067
@SQ	SN:comp26986_c0_seq9	LN:355
@SQ	SN:comp26986_c1_seq1	LN:414
@SQ	SN:comp26986_c2_seq1	LN:420
@SQ	SN:comp26986_c3_seq1	LN:2774
@SQ	SN:comp26986_c3_seq3	LN:1458
@SQ	SN:comp26986_c3_seq4	LN:1346
@SQ	SN:comp26986_c3_seq7	LN:1174
@SQ	SN:comp26986_c3_seq8	LN:1150
@SQ	SN:comp26986_c3_seq9	LN:1123
@SQ	SN:comp26986_c3_seq11	LN:1056
@SQ	SN:comp26986_c3_seq20	LN:630
@SQ	SN:comp26986_c3_seq29	LN:400
@SQ	SN:comp26986_c3_seq32	LN:305
@SQ	SN:comp26986_c3_seq33	LN:299
@SQ	SN:comp26986_c3_seq36	LN:226
@SQ	SN:comp26986_c3_seq37	LN:205
@SQ	SN:comp26989_c0_seq1	LN:2132
@SQ	SN:comp26989_c0_seq4	LN:276
@SQ	SN:comp26990_c0_seq1	LN:1363
@SQ	SN:comp26990_c0_seq2	LN:1224
@SQ	SN:comp26990_c0_seq7	LN:870
@SQ	SN:comp26990_c0_seq9	LN:713
@SQ	SN:comp26990_c0_seq11	LN:517
@SQ	SN:comp26990_c0_seq13	LN:442
@SQ	SN:comp26990_c0_seq16	LN:301
@SQ	SN:comp26990_c0_seq18	LN:262
@SQ	SN:comp26990_c0_seq19	LN:240
@SQ	SN:comp26990_c0_seq20	LN:209
@SQ	SN:comp26992_c0_seq3	LN:2357
@SQ	SN:comp26992_c0_seq5	LN:2315
@SQ	SN:comp26992_c0_seq6	LN:2286
@SQ	SN:comp26992_c0_seq8	LN:2164
@SQ	SN:comp26992_c0_seq9	LN:822
@SQ	SN:comp26993_c0_seq1	LN:2722
@SQ	SN:comp26993_c1_seq1	LN:779
@SQ	SN:comp26994_c0_seq1	LN:2254
@SQ	SN:comp26995_c0_seq1	LN:2135
@SQ	SN:comp26995_c0_seq3	LN:1732
@SQ	SN:comp26997_c0_seq1	LN:1386
@SQ	SN:comp26997_c0_seq2	LN:718
@SQ	SN:comp26998_c0_seq1	LN:734
@SQ	SN:comp26998_c1_seq1	LN:1593
@SQ	SN:comp26998_c1_seq3	LN:1550
@SQ	SN:comp26998_c1_seq5	LN:301
@SQ	SN:comp26999_c0_seq1	LN:312
@SQ	SN:comp27000_c0_seq1	LN:523
@SQ	SN:comp27000_c1_seq1	LN:2231
@SQ	SN:comp27000_c1_seq3	LN:2001
@SQ	SN:comp27000_c1_seq4	LN:1789
@SQ	SN:comp27000_c1_seq5	LN:1584
@SQ	SN:comp27001_c0_seq1	LN:1623
@SQ	SN:comp27002_c0_seq2	LN:354
@SQ	SN:comp27003_c0_seq4	LN:276
@SQ	SN:comp27005_c0_seq1	LN:2530
@SQ	SN:comp27005_c0_seq4	LN:915
@SQ	SN:comp27005_c0_seq5	LN:436
@SQ	SN:comp27005_c0_seq6	LN:415
@SQ	SN:comp27005_c0_seq7	LN:392
@SQ	SN:comp27006_c0_seq2	LN:358
@SQ	SN:comp27006_c1_seq1	LN:1310
@SQ	SN:comp27006_c1_seq2	LN:977
@SQ	SN:comp27006_c1_seq3	LN:446
@SQ	SN:comp27006_c2_seq1	LN:1032
@SQ	SN:comp27008_c0_seq1	LN:3584
@SQ	SN:comp27009_c1_seq1	LN:539
@SQ	SN:comp27009_c1_seq2	LN:269
@SQ	SN:comp27011_c0_seq1	LN:4645
@SQ	SN:comp27012_c0_seq1	LN:248
@SQ	SN:comp27012_c1_seq4	LN:225
@SQ	SN:comp27013_c0_seq1	LN:1488
@SQ	SN:comp27015_c0_seq1	LN:3591
@SQ	SN:comp27015_c0_seq3	LN:3368
@SQ	SN:comp27015_c0_seq11	LN:2044
@SQ	SN:comp27015_c0_seq15	LN:1807
@SQ	SN:comp27015_c0_seq16	LN:1786
@SQ	SN:comp27015_c0_seq19	LN:1445
@SQ	SN:comp27015_c0_seq21	LN:1296
@SQ	SN:comp27015_c0_seq24	LN:1200
@SQ	SN:comp27015_c0_seq25	LN:1141
@SQ	SN:comp27015_c0_seq27	LN:1073
@SQ	SN:comp27015_c0_seq28	LN:1067
@SQ	SN:comp27015_c0_seq31	LN:949
@SQ	SN:comp27015_c0_seq35	LN:868
@SQ	SN:comp27015_c0_seq36	LN:805
@SQ	SN:comp27015_c0_seq37	LN:724
@SQ	SN:comp27015_c0_seq38	LN:602
@SQ	SN:comp27015_c0_seq39	LN:577
@SQ	SN:comp27015_c0_seq40	LN:312
@SQ	SN:comp27015_c0_seq41	LN:272
@SQ	SN:comp27016_c0_seq1	LN:1872
@SQ	SN:comp27016_c0_seq4	LN:1532
@SQ	SN:comp27017_c0_seq1	LN:1340
@SQ	SN:comp27017_c0_seq2	LN:1201
@SQ	SN:comp27017_c0_seq3	LN:1177
@SQ	SN:comp27017_c0_seq4	LN:1153
@SQ	SN:comp27017_c0_seq6	LN:1072
@SQ	SN:comp27017_c0_seq13	LN:628
@SQ	SN:comp27017_c0_seq15	LN:574
@SQ	SN:comp27017_c0_seq16	LN:255
@SQ	SN:comp27018_c0_seq1	LN:3628
@SQ	SN:comp27018_c0_seq2	LN:3584
@SQ	SN:comp27018_c0_seq3	LN:3500
@SQ	SN:comp27018_c0_seq4	LN:3456
@SQ	SN:comp27018_c0_seq5	LN:3024
@SQ	SN:comp27019_c1_seq1	LN:378
@SQ	SN:comp27019_c3_seq1	LN:2545
@SQ	SN:comp27019_c3_seq2	LN:2344
@SQ	SN:comp27019_c3_seq3	LN:971
@SQ	SN:comp27019_c5_seq1	LN:251
@SQ	SN:comp27019_c6_seq1	LN:3773
@SQ	SN:comp27019_c6_seq3	LN:3719
@SQ	SN:comp27019_c6_seq11	LN:965
@SQ	SN:comp27020_c1_seq1	LN:2636
@SQ	SN:comp27020_c1_seq2	LN:2580
@SQ	SN:comp27020_c1_seq9	LN:2163
@SQ	SN:comp27020_c1_seq11	LN:2107
@SQ	SN:comp27020_c1_seq15	LN:2017
@SQ	SN:comp27020_c1_seq18	LN:1961
@SQ	SN:comp27020_c1_seq21	LN:783
@SQ	SN:comp27021_c0_seq1	LN:223
@SQ	SN:comp27021_c1_seq1	LN:1137
@SQ	SN:comp27021_c1_seq2	LN:1110
@SQ	SN:comp27021_c1_seq3	LN:609
@SQ	SN:comp27021_c1_seq4	LN:419
@SQ	SN:comp27022_c0_seq1	LN:1602
@SQ	SN:comp27023_c0_seq3	LN:425
@SQ	SN:comp27023_c1_seq1	LN:2181
@SQ	SN:comp27023_c1_seq3	LN:2108
@SQ	SN:comp27023_c1_seq5	LN:2077
@SQ	SN:comp27023_c1_seq10	LN:2024
@SQ	SN:comp27023_c1_seq17	LN:1920
@SQ	SN:comp27023_c1_seq26	LN:1522
@SQ	SN:comp27023_c1_seq32	LN:1155
@SQ	SN:comp27023_c1_seq34	LN:799
@SQ	SN:comp27023_c2_seq1	LN:354
@SQ	SN:comp27024_c0_seq1	LN:399
@SQ	SN:comp27024_c2_seq1	LN:345
@SQ	SN:comp27024_c3_seq1	LN:238
@SQ	SN:comp27027_c0_seq2	LN:1322
@SQ	SN:comp27027_c0_seq3	LN:1241
@SQ	SN:comp27028_c1_seq1	LN:2736
@SQ	SN:comp27029_c1_seq1	LN:1181
@SQ	SN:comp27030_c0_seq1	LN:241
@SQ	SN:comp27030_c1_seq4	LN:375
@SQ	SN:comp27032_c0_seq1	LN:1934
@SQ	SN:comp27032_c0_seq3	LN:1716
@SQ	SN:comp27033_c1_seq1	LN:541
@SQ	SN:comp27034_c0_seq1	LN:1377
@SQ	SN:comp27035_c0_seq1	LN:5040
@SQ	SN:comp27035_c0_seq3	LN:4756
@SQ	SN:comp27035_c0_seq8	LN:3849
@SQ	SN:comp27035_c0_seq20	LN:420
@SQ	SN:comp27035_c0_seq23	LN:252
@SQ	SN:comp27037_c0_seq1	LN:1513
@SQ	SN:comp27037_c0_seq3	LN:1410
@SQ	SN:comp27039_c0_seq5	LN:1459
@SQ	SN:comp27041_c1_seq2	LN:2505
@SQ	SN:comp27041_c1_seq5	LN:1468
@SQ	SN:comp27041_c1_seq11	LN:843
@SQ	SN:comp27041_c1_seq12	LN:812
@SQ	SN:comp27041_c1_seq13	LN:758
@SQ	SN:comp27041_c1_seq15	LN:501
@SQ	SN:comp27041_c1_seq16	LN:480
@SQ	SN:comp27041_c1_seq17	LN:393
@SQ	SN:comp27042_c0_seq1	LN:2467
@SQ	SN:comp27043_c0_seq1	LN:2193
@SQ	SN:comp27043_c0_seq2	LN:2160
@SQ	SN:comp27044_c0_seq6	LN:1520
@SQ	SN:comp27045_c1_seq1	LN:372
@SQ	SN:comp27045_c2_seq1	LN:1179
@SQ	SN:comp27045_c2_seq2	LN:1171
@SQ	SN:comp27045_c2_seq3	LN:1052
@SQ	SN:comp27045_c2_seq4	LN:923
@SQ	SN:comp27045_c2_seq7	LN:766
@SQ	SN:comp27045_c2_seq8	LN:720
@SQ	SN:comp27045_c2_seq10	LN:647
@SQ	SN:comp27045_c2_seq13	LN:329
@SQ	SN:comp27045_c2_seq16	LN:249
@SQ	SN:comp27046_c0_seq1	LN:2879
@SQ	SN:comp27046_c0_seq3	LN:2794
@SQ	SN:comp27046_c0_seq5	LN:2163
@SQ	SN:comp27046_c0_seq7	LN:2078
@SQ	SN:comp27047_c0_seq1	LN:2430
@SQ	SN:comp27048_c0_seq1	LN:398
@SQ	SN:comp27049_c0_seq1	LN:1689
@SQ	SN:comp27050_c0_seq1	LN:2172
@SQ	SN:comp27050_c0_seq2	LN:2112
@SQ	SN:comp27050_c0_seq3	LN:2031
@SQ	SN:comp27050_c0_seq4	LN:1971
@SQ	SN:comp27050_c0_seq5	LN:1884
@SQ	SN:comp27050_c0_seq6	LN:1824
@SQ	SN:comp27050_c0_seq7	LN:1743
@SQ	SN:comp27050_c0_seq8	LN:1683
@SQ	SN:comp27050_c0_seq22	LN:357
@SQ	SN:comp27050_c0_seq23	LN:342
@SQ	SN:comp27051_c0_seq8	LN:990
@SQ	SN:comp27051_c0_seq9	LN:540
@SQ	SN:comp27051_c0_seq12	LN:472
@SQ	SN:comp27051_c0_seq13	LN:455
@SQ	SN:comp27051_c0_seq17	LN:335
@SQ	SN:comp27052_c0_seq1	LN:3642
@SQ	SN:comp27053_c0_seq1	LN:2873
@SQ	SN:comp27054_c0_seq1	LN:2621
@SQ	SN:comp27054_c0_seq4	LN:463
@SQ	SN:comp27055_c0_seq1	LN:2183
@SQ	SN:comp27055_c0_seq2	LN:2094
@SQ	SN:comp27056_c0_seq2	LN:494
@SQ	SN:comp27058_c0_seq1	LN:1695
@SQ	SN:comp27058_c0_seq2	LN:1559
@SQ	SN:comp27058_c0_seq6	LN:611
@SQ	SN:comp27058_c1_seq1	LN:808
@SQ	SN:comp27059_c0_seq1	LN:1164
@SQ	SN:comp27059_c0_seq3	LN:700
@SQ	SN:comp27059_c0_seq4	LN:525
@SQ	SN:comp27059_c0_seq7	LN:256
@SQ	SN:comp27059_c0_seq8	LN:253
@SQ	SN:comp27059_c0_seq9	LN:231
@SQ	SN:comp27059_c1_seq1	LN:3739
@SQ	SN:comp27059_c1_seq5	LN:1826
@SQ	SN:comp27059_c1_seq11	LN:1281
@SQ	SN:comp27059_c1_seq15	LN:775
@SQ	SN:comp27059_c1_seq16	LN:619
@SQ	SN:comp27059_c1_seq19	LN:309
@SQ	SN:comp27060_c0_seq5	LN:368
@SQ	SN:comp27060_c0_seq7	LN:242
@SQ	SN:comp27060_c0_seq8	LN:223
@SQ	SN:comp27060_c0_seq9	LN:205
@SQ	SN:comp27060_c1_seq1	LN:3547
@SQ	SN:comp27060_c1_seq2	LN:3472
@SQ	SN:comp27060_c1_seq7	LN:730
@SQ	SN:comp27060_c1_seq8	LN:612
@SQ	SN:comp27061_c0_seq1	LN:3454
@SQ	SN:comp27063_c1_seq2	LN:861
@SQ	SN:comp27064_c0_seq2	LN:1132
@SQ	SN:comp27065_c0_seq2	LN:1164
@SQ	SN:comp27068_c1_seq1	LN:546
@SQ	SN:comp27068_c1_seq2	LN:516
@SQ	SN:comp27068_c1_seq3	LN:497
@SQ	SN:comp27068_c1_seq5	LN:432
@SQ	SN:comp27068_c1_seq6	LN:380
@SQ	SN:comp27068_c1_seq8	LN:254
@SQ	SN:comp27068_c2_seq1	LN:464
@SQ	SN:comp27068_c2_seq2	LN:384
@SQ	SN:comp27068_c3_seq1	LN:304
@SQ	SN:comp27068_c4_seq1	LN:292
@SQ	SN:comp27068_c5_seq2	LN:1317
@SQ	SN:comp27068_c7_seq1	LN:811
@SQ	SN:comp27068_c7_seq2	LN:334
@SQ	SN:comp27068_c7_seq3	LN:205
@SQ	SN:comp27069_c1_seq4	LN:377
@SQ	SN:comp27069_c1_seq5	LN:362
@SQ	SN:comp27069_c1_seq7	LN:266
@SQ	SN:comp27069_c1_seq8	LN:219
@SQ	SN:comp27070_c0_seq2	LN:846
@SQ	SN:comp27070_c0_seq3	LN:762
@SQ	SN:comp27070_c0_seq4	LN:494
@SQ	SN:comp27070_c0_seq7	LN:355
@SQ	SN:comp27071_c0_seq1	LN:1582
@SQ	SN:comp27072_c0_seq2	LN:1498
@SQ	SN:comp27072_c0_seq3	LN:1358
@SQ	SN:comp27072_c0_seq6	LN:1074
@SQ	SN:comp27072_c0_seq9	LN:866
@SQ	SN:comp27072_c0_seq12	LN:840
@SQ	SN:comp27072_c0_seq16	LN:676
@SQ	SN:comp27072_c0_seq17	LN:663
@SQ	SN:comp27072_c0_seq19	LN:579
@SQ	SN:comp27072_c2_seq1	LN:211
@SQ	SN:comp27072_c3_seq1	LN:760
@SQ	SN:comp27074_c0_seq1	LN:3352
@SQ	SN:comp27074_c0_seq2	LN:3326
@SQ	SN:comp27075_c0_seq1	LN:1071
@SQ	SN:comp27076_c0_seq1	LN:1830
@SQ	SN:comp27076_c1_seq1	LN:1814
@SQ	SN:comp27077_c0_seq1	LN:3030
@SQ	SN:comp27079_c0_seq1	LN:1664
@SQ	SN:comp27079_c0_seq4	LN:1512
@SQ	SN:comp27079_c0_seq6	LN:1441
@SQ	SN:comp27079_c1_seq1	LN:399
@SQ	SN:comp27080_c0_seq2	LN:1883
@SQ	SN:comp27081_c0_seq1	LN:538
@SQ	SN:comp27081_c0_seq2	LN:411
@SQ	SN:comp27081_c0_seq4	LN:245
@SQ	SN:comp27082_c0_seq1	LN:3971
@SQ	SN:comp27083_c0_seq1	LN:563
@SQ	SN:comp27083_c0_seq2	LN:440
@SQ	SN:comp27083_c1_seq1	LN:2657
@SQ	SN:comp27083_c1_seq2	LN:2492
@SQ	SN:comp27083_c1_seq10	LN:1682
@SQ	SN:comp27083_c1_seq23	LN:773
@SQ	SN:comp27083_c1_seq24	LN:713
@SQ	SN:comp27083_c1_seq25	LN:612
@SQ	SN:comp27086_c1_seq5	LN:209
@SQ	SN:comp27086_c2_seq1	LN:333
@SQ	SN:comp27087_c0_seq1	LN:2256
@SQ	SN:comp27090_c0_seq1	LN:1975
@SQ	SN:comp27090_c0_seq6	LN:1907
@SQ	SN:comp27092_c1_seq1	LN:1235
@SQ	SN:comp27092_c2_seq1	LN:900
@SQ	SN:comp27092_c2_seq2	LN:296
@SQ	SN:comp27092_c4_seq1	LN:460
@SQ	SN:comp27093_c0_seq2	LN:1714
@SQ	SN:comp27094_c0_seq1	LN:1081
@SQ	SN:comp27096_c0_seq1	LN:703
@SQ	SN:comp27096_c0_seq2	LN:697
@SQ	SN:comp27096_c0_seq5	LN:592
@SQ	SN:comp27096_c0_seq6	LN:586
@SQ	SN:comp27096_c0_seq7	LN:563
@SQ	SN:comp27096_c0_seq8	LN:539
@SQ	SN:comp27096_c0_seq11	LN:245
@SQ	SN:comp27097_c0_seq5	LN:574
@SQ	SN:comp27099_c0_seq1	LN:1540
@SQ	SN:comp27099_c0_seq2	LN:1366
@SQ	SN:comp27099_c0_seq4	LN:746
@SQ	SN:comp27099_c0_seq5	LN:607
@SQ	SN:comp27099_c0_seq6	LN:601
@SQ	SN:comp27099_c0_seq8	LN:397
@SQ	SN:comp27099_c0_seq9	LN:362
@SQ	SN:comp27099_c0_seq10	LN:336
@SQ	SN:comp27099_c0_seq11	LN:331
@SQ	SN:comp27099_c0_seq12	LN:250
@SQ	SN:comp27099_c0_seq13	LN:215
@SQ	SN:comp27100_c0_seq1	LN:2188
@SQ	SN:comp27100_c0_seq2	LN:2090
@SQ	SN:comp27102_c0_seq1	LN:3562
@SQ	SN:comp27102_c0_seq8	LN:537
@SQ	SN:comp27103_c2_seq1	LN:986
@SQ	SN:comp27103_c2_seq2	LN:359
@SQ	SN:comp27103_c2_seq3	LN:351
@SQ	SN:comp27103_c2_seq5	LN:203
@SQ	SN:comp27104_c0_seq1	LN:2814
@SQ	SN:comp27105_c0_seq1	LN:2028
@SQ	SN:comp27105_c0_seq2	LN:1814
@SQ	SN:comp27106_c0_seq2	LN:2393
@SQ	SN:comp27107_c0_seq1	LN:1808
@SQ	SN:comp27107_c0_seq2	LN:1788
@SQ	SN:comp27108_c0_seq1	LN:2054
@SQ	SN:comp27109_c0_seq1	LN:334
@SQ	SN:comp27109_c1_seq1	LN:3961
@SQ	SN:comp27109_c1_seq6	LN:3505
@SQ	SN:comp27112_c0_seq1	LN:260
@SQ	SN:comp27112_c1_seq1	LN:4129
@SQ	SN:comp27112_c1_seq2	LN:688
@SQ	SN:comp27113_c0_seq1	LN:684
@SQ	SN:comp27116_c0_seq2	LN:1840
@SQ	SN:comp27117_c1_seq1	LN:1911
@SQ	SN:comp27117_c1_seq3	LN:1795
@SQ	SN:comp27117_c1_seq6	LN:349
@SQ	SN:comp27118_c0_seq3	LN:3768
@SQ	SN:comp27120_c1_seq1	LN:275
@SQ	SN:comp27121_c0_seq2	LN:2715
@SQ	SN:comp27121_c0_seq4	LN:1432
@SQ	SN:comp27123_c0_seq1	LN:3490
@SQ	SN:comp27124_c0_seq1	LN:1023
@SQ	SN:comp27124_c1_seq1	LN:1650
@SQ	SN:comp27125_c0_seq3	LN:1521
@SQ	SN:comp27126_c0_seq1	LN:828
@SQ	SN:comp27126_c2_seq1	LN:797
@SQ	SN:comp27127_c0_seq1	LN:2260
@SQ	SN:comp27127_c0_seq2	LN:2147
@SQ	SN:comp27127_c0_seq10	LN:1923
@SQ	SN:comp27127_c0_seq11	LN:1810
@SQ	SN:comp27127_c0_seq20	LN:1012
@SQ	SN:comp27127_c0_seq26	LN:400
@SQ	SN:comp27128_c0_seq1	LN:5706
@SQ	SN:comp27129_c1_seq1	LN:3896
@SQ	SN:comp27129_c1_seq2	LN:3553
@SQ	SN:comp27130_c0_seq1	LN:1198
@SQ	SN:comp27130_c0_seq2	LN:1067
@SQ	SN:comp27131_c0_seq3	LN:365
@SQ	SN:comp27132_c0_seq1	LN:1773
@SQ	SN:comp27132_c0_seq3	LN:867
@SQ	SN:comp27133_c0_seq1	LN:1354
@SQ	SN:comp27133_c0_seq2	LN:256
@SQ	SN:comp27134_c0_seq1	LN:1956
@SQ	SN:comp27134_c0_seq5	LN:815
@SQ	SN:comp27134_c0_seq6	LN:677
@SQ	SN:comp27134_c0_seq7	LN:654
@SQ	SN:comp27134_c0_seq8	LN:613
@SQ	SN:comp27136_c0_seq2	LN:2389
@SQ	SN:comp27136_c0_seq13	LN:410
@SQ	SN:comp27137_c0_seq1	LN:2272
@SQ	SN:comp27140_c0_seq1	LN:262
@SQ	SN:comp27142_c0_seq1	LN:462
@SQ	SN:comp27142_c1_seq1	LN:1805
@SQ	SN:comp27142_c1_seq3	LN:1700
@SQ	SN:comp27142_c1_seq6	LN:433
@SQ	SN:comp27143_c1_seq1	LN:1318
@SQ	SN:comp27143_c1_seq4	LN:1177
@SQ	SN:comp27145_c0_seq2	LN:810
@SQ	SN:comp27146_c0_seq1	LN:2243
@SQ	SN:comp27148_c0_seq4	LN:513
@SQ	SN:comp27149_c0_seq1	LN:3371
@SQ	SN:comp27149_c0_seq2	LN:2439
@SQ	SN:comp27150_c0_seq1	LN:6258
@SQ	SN:comp27150_c0_seq4	LN:4673
@SQ	SN:comp27151_c0_seq3	LN:3142
@SQ	SN:comp27152_c0_seq1	LN:2132
@SQ	SN:comp27152_c0_seq9	LN:1343
@SQ	SN:comp27152_c0_seq16	LN:885
@SQ	SN:comp27153_c0_seq2	LN:1648
@SQ	SN:comp27153_c0_seq3	LN:1394
@SQ	SN:comp27153_c0_seq5	LN:1351
@SQ	SN:comp27153_c0_seq11	LN:1124
@SQ	SN:comp27153_c0_seq16	LN:240
@SQ	SN:comp27153_c0_seq17	LN:238
@SQ	SN:comp27154_c0_seq1	LN:3610
@SQ	SN:comp27154_c0_seq2	LN:3579
@SQ	SN:comp27154_c0_seq3	LN:3545
@SQ	SN:comp27155_c0_seq3	LN:977
@SQ	SN:comp27156_c0_seq1	LN:4007
@SQ	SN:comp27156_c0_seq8	LN:1318
@SQ	SN:comp27157_c0_seq2	LN:554
@SQ	SN:comp27157_c1_seq2	LN:883
@SQ	SN:comp27158_c0_seq1	LN:1776
@SQ	SN:comp27158_c0_seq4	LN:735
@SQ	SN:comp27158_c0_seq5	LN:520
@SQ	SN:comp27159_c0_seq1	LN:1774
@SQ	SN:comp27160_c0_seq3	LN:338
@SQ	SN:comp27160_c0_seq4	LN:300
@SQ	SN:comp27160_c0_seq5	LN:287
@SQ	SN:comp27160_c1_seq1	LN:230
@SQ	SN:comp27161_c0_seq1	LN:616
@SQ	SN:comp27162_c0_seq1	LN:438
@SQ	SN:comp27162_c1_seq1	LN:1209
@SQ	SN:comp27162_c2_seq1	LN:2158
@SQ	SN:comp27162_c2_seq2	LN:2118
@SQ	SN:comp27162_c2_seq3	LN:2074
@SQ	SN:comp27162_c2_seq4	LN:2034
@SQ	SN:comp27162_c2_seq5	LN:1722
@SQ	SN:comp27162_c2_seq6	LN:1682
@SQ	SN:comp27162_c2_seq18	LN:895
@SQ	SN:comp27162_c2_seq19	LN:884
@SQ	SN:comp27162_c2_seq21	LN:722
@SQ	SN:comp27162_c2_seq28	LN:323
@SQ	SN:comp27163_c0_seq1	LN:2243
@SQ	SN:comp27164_c0_seq2	LN:876
@SQ	SN:comp27164_c0_seq3	LN:402
@SQ	SN:comp27166_c0_seq23	LN:991
@SQ	SN:comp27166_c0_seq24	LN:895
@SQ	SN:comp27166_c0_seq25	LN:351
@SQ	SN:comp27166_c0_seq26	LN:298
@SQ	SN:comp27167_c0_seq2	LN:1026
@SQ	SN:comp27167_c1_seq1	LN:219
@SQ	SN:comp27168_c0_seq1	LN:1385
@SQ	SN:comp27168_c0_seq2	LN:1342
@SQ	SN:comp27168_c0_seq4	LN:1281
@SQ	SN:comp27169_c0_seq1	LN:1298
@SQ	SN:comp27169_c0_seq3	LN:333
@SQ	SN:comp27169_c0_seq4	LN:232
@SQ	SN:comp27169_c1_seq4	LN:924
@SQ	SN:comp27169_c1_seq6	LN:519
@SQ	SN:comp27169_c2_seq1	LN:286
@SQ	SN:comp27170_c0_seq1	LN:2724
@SQ	SN:comp27171_c0_seq1	LN:1968
@SQ	SN:comp27171_c0_seq2	LN:802
@SQ	SN:comp27174_c0_seq2	LN:238
@SQ	SN:comp27175_c0_seq1	LN:2724
@SQ	SN:comp27175_c0_seq2	LN:2717
@SQ	SN:comp27175_c0_seq4	LN:2317
@SQ	SN:comp27175_c0_seq10	LN:1987
@SQ	SN:comp27175_c0_seq11	LN:1979
@SQ	SN:comp27175_c0_seq18	LN:935
@SQ	SN:comp27175_c0_seq19	LN:920
@SQ	SN:comp27175_c0_seq21	LN:802
@SQ	SN:comp27175_c0_seq22	LN:797
@SQ	SN:comp27175_c0_seq26	LN:708
@SQ	SN:comp27175_c0_seq27	LN:700
@SQ	SN:comp27175_c0_seq30	LN:606
@SQ	SN:comp27175_c0_seq32	LN:549
@SQ	SN:comp27175_c0_seq33	LN:534
@SQ	SN:comp27175_c0_seq34	LN:513
@SQ	SN:comp27175_c0_seq36	LN:477
@SQ	SN:comp27175_c0_seq38	LN:411
@SQ	SN:comp27176_c0_seq4	LN:334
@SQ	SN:comp27177_c0_seq1	LN:2662
@SQ	SN:comp27178_c0_seq1	LN:2359
@SQ	SN:comp27179_c0_seq1	LN:2393
@SQ	SN:comp27180_c0_seq1	LN:1232
@SQ	SN:comp27180_c0_seq3	LN:776
@SQ	SN:comp27181_c0_seq1	LN:378
@SQ	SN:comp27181_c1_seq6	LN:1094
@SQ	SN:comp27181_c1_seq7	LN:736
@SQ	SN:comp27181_c1_seq9	LN:527
@SQ	SN:comp27181_c2_seq1	LN:328
